edge_idx,src,tgt,a1,a2,prob,true_label,edge_class
0,0,1,0.24802100658416748,0.0396123081445694,0.879761815071106,1.0,TP
1,0,2,0.22000852227210999,0.39845460653305054,0.16759911179542542,0.0,TN
2,0,3,0.2349446713924408,0.01700635813176632,0.19042366743087769,0.0,TN
3,0,4,0.20722052454948425,0.05053605139255524,0.03441103547811508,0.0,TN
4,1,0,0.24802100658416748,0.0396123081445694,0.879761815071106,1.0,TP
5,1,2,0.21832799911499023,0.03429369628429413,0.8457564115524292,1.0,TP
6,1,3,0.23227816820144653,0.4607295095920563,0.58814936876297,1.0,TP
7,1,4,0.20182590186595917,0.05749151110649109,0.5233075618743896,0.0,TN
8,2,0,0.22000852227210999,0.39845460653305054,0.16759911179542542,0.0,TN
9,2,1,0.21832799911499023,0.03429369628429413,0.8457564115524292,1.0,TP
10,2,3,0.2040218859910965,0.5024173855781555,0.47185632586479187,0.0,TN
11,2,4,0.202821746468544,0.016185631975531578,0.8707753419876099,1.0,TP
12,2,5,0.2773893177509308,0.06422382593154907,0.053406521677970886,0.0,TN
13,3,0,0.2349446713924408,0.01700635813176632,0.19042366743087769,0.0,TN
14,3,1,0.23227816820144653,0.4607295095920563,0.58814936876297,1.0,TP
15,3,2,0.2040218859910965,0.5024173855781555,0.47185632586479187,0.0,TN
16,3,4,0.19808565080165863,0.9200352430343628,0.2229854315519333,0.0,TN
17,3,5,0.2873205542564392,0.40235981345176697,0.06792953610420227,0.0,TN
18,4,0,0.20722052454948425,0.05053605139255524,0.03441103547811508,0.0,TN
19,4,1,0.20182590186595917,0.05749151110649109,0.5233075618743896,0.0,TN
20,4,2,0.202821746468544,0.016185631975531578,0.8707753419876099,1.0,TP
21,4,3,0.19808565080165863,0.9200352430343628,0.2229854315519333,0.0,TN
22,4,5,0.26773399114608765,0.03665406256914139,0.5852243900299072,0.0,TN
23,5,2,0.2773893177509308,0.06422382593154907,0.053406521677970886,0.0,TN
24,5,3,0.2873205542564392,0.40235981345176697,0.06792953610420227,0.0,TN
25,5,4,0.26773399114608765,0.03665406256914139,0.5852243900299072,0.0,TN
